ticker,title,source,url,description,published_at,author,content
MSFT,"Clinical Perinatal Software Market to Reach USD 542.86 Million by 2033, Driven by Rising Focus on Maternal and Neonatal Care – SNS Insider",GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/11/3236095/0/en/Clinical-Perinatal-Software-Market-to-Reach-USD-542-86-Million-by-2033-Driven-by-Rising-Focus-on-Maternal-and-Neonatal-Care-SNS-Insider.html,"Growing High-Risk Pregnancies, EHR Integration, and Predictive Analytics Accelerate Global Adoption of Advanced Perinatal Management Solutions. Growing High-Risk Pregnancies, EHR Integration, and Predictive Analytics Accelerate Global Adoption of Advanced Per…",2026-02-11 11:33:00+00:00,SNS Insider pvt ltd,"Austin, United States, Feb. 11, 2026 (GLOBE NEWSWIRE) -- According to SNS Insider, the Clinical Perinatal Software Market size is valued at USD 237.10 Million in 2025 and is expected to reach USD 542… [+9843 chars]"
MSFT,"Benzene Market Size to Surpass USD 73.69 Billion by 2035 | Global Price Benchmarks Drive Regional Divergence and Volatility, Says Astute Analytica",GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/11/3236093/0/en/Benzene-Market-Size-to-Surpass-USD-73-69-Billion-by-2035-Global-Price-Benchmarks-Drive-Regional-Divergence-and-Volatility-Says-Astute-Analytica.html,"The market is strongly positioned with robust growth fueled by expanding petrochemical demand, strategic investments in Asia-Pacific, and innovations in downstream applications. Despite crude oil volatility and regulations, steady regional expansions ensure r…",2026-02-11 11:32:00+00:00,AstuteAnalytica India Pvt. Ltd.,"Chicago, Feb. 11, 2026 (GLOBE NEWSWIRE) -- The global benzene market size was valued at USD 43.02 billion in 2025 and is projected to hit the market valuation of USD 73.69 billion by 2035 at a CAGR o… [+15698 chars]"
AAPL,"Benzene Market Size to Surpass USD 73.69 Billion by 2035 | Global Price Benchmarks Drive Regional Divergence and Volatility, Says Astute Analytica",GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/11/3236093/0/en/Benzene-Market-Size-to-Surpass-USD-73-69-Billion-by-2035-Global-Price-Benchmarks-Drive-Regional-Divergence-and-Volatility-Says-Astute-Analytica.html,"The market is strongly positioned with robust growth fueled by expanding petrochemical demand, strategic investments in Asia-Pacific, and innovations in downstream applications. Despite crude oil volatility and regulations, steady regional expansions ensure r…",2026-02-11 11:32:00+00:00,AstuteAnalytica India Pvt. Ltd.,"Chicago, Feb. 11, 2026 (GLOBE NEWSWIRE) -- The global benzene market size was valued at USD 43.02 billion in 2025 and is projected to hit the market valuation of USD 73.69 billion by 2035 at a CAGR o… [+15698 chars]"
GOOGL,"Benzene Market Size to Surpass USD 73.69 Billion by 2035 | Global Price Benchmarks Drive Regional Divergence and Volatility, Says Astute Analytica",GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/11/3236093/0/en/Benzene-Market-Size-to-Surpass-USD-73-69-Billion-by-2035-Global-Price-Benchmarks-Drive-Regional-Divergence-and-Volatility-Says-Astute-Analytica.html,"The market is strongly positioned with robust growth fueled by expanding petrochemical demand, strategic investments in Asia-Pacific, and innovations in downstream applications. Despite crude oil volatility and regulations, steady regional expansions ensure r…",2026-02-11 11:32:00+00:00,AstuteAnalytica India Pvt. Ltd.,"Chicago, Feb. 11, 2026 (GLOBE NEWSWIRE) -- The global benzene market size was valued at USD 43.02 billion in 2025 and is projected to hit the market valuation of USD 73.69 billion by 2035 at a CAGR o… [+15698 chars]"
AAPL,Cineplex Reports Fourth Quarter and Annual 2025 Results,GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/11/3236091/0/en/Cineplex-Reports-Fourth-Quarter-and-Annual-2025-Results.html,Announces Board of Director Changes Announces Board of Director Changes,2026-02-11 11:30:00+00:00,Cineplex Inc.,"TORONTO, Feb. 11, 2026 (GLOBE NEWSWIRE) -- (TSX: CGX) - Today, Cineplex Inc. (Cineplex or the Company) released its financial results for the three months and year ended December 31, 2025. Unless oth… [+33095 chars]"
GOOGL,Cineplex Reports Fourth Quarter and Annual 2025 Results,GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/11/3236091/0/en/Cineplex-Reports-Fourth-Quarter-and-Annual-2025-Results.html,Announces Board of Director Changes Announces Board of Director Changes,2026-02-11 11:30:00+00:00,Cineplex Inc.,"TORONTO, Feb. 11, 2026 (GLOBE NEWSWIRE) -- (TSX: CGX) - Today, Cineplex Inc. (Cineplex or the Company) released its financial results for the three months and year ended December 31, 2025. Unless oth… [+33095 chars]"
MSFT,Cineplex Reports Fourth Quarter and Annual 2025 Results,GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/11/3236091/0/en/Cineplex-Reports-Fourth-Quarter-and-Annual-2025-Results.html,Announces Board of Director Changes Announces Board of Director Changes,2026-02-11 11:30:00+00:00,Cineplex Inc.,"TORONTO, Feb. 11, 2026 (GLOBE NEWSWIRE) -- (TSX: CGX) - Today, Cineplex Inc. (Cineplex or the Company) released its financial results for the three months and year ended December 31, 2025. Unless oth… [+33095 chars]"
AAPL,Why are gold and silver prices rising again and what do precious metals market analysts say? Gold and silver rise explained. Here's what should investors do now,The Times of India,https://economictimes.indiatimes.com/news/international/us/why-are-gold-and-silver-prices-rising-again-and-what-do-precious-metals-market-analysts-say-gold-and-silver-rise-explained-heres-what-should-investors-do-now/articleshow/128203622.cms,Why are gold and silver prices rising again and what do precious metals market analysts say? Gold and silver prices moved higher as the US dollar and Treasury yields declined before nonfarm payrolls data. Analysts link gains to rate cut expectations and weake…,2026-02-11 11:27:34+00:00,Gandharv Walia,Why are gold and silver prices rising again and what do precious metals market analysts say? Gold and silver prices moved higher in early trading as investors reacted to a weaker US dollar and lower … [+5439 chars]
GOOGL,Why are gold and silver prices rising again and what do precious metals market analysts say? Gold and silver rise explained. Here's what should investors do now,The Times of India,https://economictimes.indiatimes.com/news/international/us/why-are-gold-and-silver-prices-rising-again-and-what-do-precious-metals-market-analysts-say-gold-and-silver-rise-explained-heres-what-should-investors-do-now/articleshow/128203622.cms,Why are gold and silver prices rising again and what do precious metals market analysts say? Gold and silver prices moved higher as the US dollar and Treasury yields declined before nonfarm payrolls data. Analysts link gains to rate cut expectations and weake…,2026-02-11 11:27:34+00:00,Gandharv Walia,Why are gold and silver prices rising again and what do precious metals market analysts say? Gold and silver prices moved higher in early trading as investors reacted to a weaker US dollar and lower … [+5439 chars]
MSFT,Why are gold and silver prices rising again and what do precious metals market analysts say? Gold and silver rise explained. Here's what should investors do now,The Times of India,https://economictimes.indiatimes.com/news/international/us/why-are-gold-and-silver-prices-rising-again-and-what-do-precious-metals-market-analysts-say-gold-and-silver-rise-explained-heres-what-should-investors-do-now/articleshow/128203622.cms,Why are gold and silver prices rising again and what do precious metals market analysts say? Gold and silver prices moved higher as the US dollar and Treasury yields declined before nonfarm payrolls data. Analysts link gains to rate cut expectations and weake…,2026-02-11 11:27:34+00:00,Gandharv Walia,Why are gold and silver prices rising again and what do precious metals market analysts say? Gold and silver prices moved higher in early trading as investors reacted to a weaker US dollar and lower … [+5439 chars]
AAPL,Solid State Battery Market is Set to Reach Valuation of US$ 30.50 Billion by 2035 | Astute Analytica,GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/11/3236081/0/en/Solid-State-Battery-Market-is-Set-to-Reach-Valuation-of-US-30-50-Billion-by-2035-Astute-Analytica.html,"Chicago, Feb. 11, 2026 (GLOBE NEWSWIRE) -- The global solid state battery market size was valued at USD 1.20 billion in 2025 and is projected to hit the market valuation of USD 30.50 billion by 2035 at a CAGR of 38.2% during the forecast period 2026–2035.",2026-02-11 11:23:00+00:00,AstuteAnalytica India Pvt. Ltd.,"Chicago, Feb. 11, 2026 (GLOBE NEWSWIRE) -- The global solid state battery market size was valued at USD 1.20 billion in 2025 and is projected to hit the market valuation of USD 30.50 billion by 2035 … [+14912 chars]"
GOOGL,Solid State Battery Market is Set to Reach Valuation of US$ 30.50 Billion by 2035 | Astute Analytica,GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/11/3236081/0/en/Solid-State-Battery-Market-is-Set-to-Reach-Valuation-of-US-30-50-Billion-by-2035-Astute-Analytica.html,"Chicago, Feb. 11, 2026 (GLOBE NEWSWIRE) -- The global solid state battery market size was valued at USD 1.20 billion in 2025 and is projected to hit the market valuation of USD 30.50 billion by 2035 at a CAGR of 38.2% during the forecast period 2026–2035.",2026-02-11 11:23:00+00:00,AstuteAnalytica India Pvt. Ltd.,"Chicago, Feb. 11, 2026 (GLOBE NEWSWIRE) -- The global solid state battery market size was valued at USD 1.20 billion in 2025 and is projected to hit the market valuation of USD 30.50 billion by 2035 … [+14912 chars]"
MSFT,Solid State Battery Market is Set to Reach Valuation of US$ 30.50 Billion by 2035 | Astute Analytica,GlobeNewswire,https://www.globenewswire.com/news-release/2026/02/11/3236081/0/en/Solid-State-Battery-Market-is-Set-to-Reach-Valuation-of-US-30-50-Billion-by-2035-Astute-Analytica.html,"Chicago, Feb. 11, 2026 (GLOBE NEWSWIRE) -- The global solid state battery market size was valued at USD 1.20 billion in 2025 and is projected to hit the market valuation of USD 30.50 billion by 2035 at a CAGR of 38.2% during the forecast period 2026–2035.",2026-02-11 11:23:00+00:00,AstuteAnalytica India Pvt. Ltd.,"Chicago, Feb. 11, 2026 (GLOBE NEWSWIRE) -- The global solid state battery market size was valued at USD 1.20 billion in 2025 and is projected to hit the market valuation of USD 30.50 billion by 2035 … [+14912 chars]"
AAPL,Only One Viking Lands on Top Free Agents List,Vikings Territory,https://vikingsterritory.com/2026/news/top_news/only-one-viking-top-free-agent-list,"The Minnesota Vikings have about 20 internal free agents due to hit the open market in less than one month, […]",2026-02-11 11:15:00+00:00,Dustin Baker,"The Minnesota Vikings have about 20 internal free agents due to hit the open market in less than one month, but according to Fox Sports, only one will be sought after at a Top 100 clip: linebacker Iv… [+6018 chars]"
GOOGL,Only One Viking Lands on Top Free Agents List,Vikings Territory,https://vikingsterritory.com/2026/news/top_news/only-one-viking-top-free-agent-list,"The Minnesota Vikings have about 20 internal free agents due to hit the open market in less than one month, […]",2026-02-11 11:15:00+00:00,Dustin Baker,"The Minnesota Vikings have about 20 internal free agents due to hit the open market in less than one month, but according to Fox Sports, only one will be sought after at a Top 100 clip: linebacker Iv… [+6018 chars]"
